Prob_Edge	Seed		Alfa	ISP_Nodes	ISP_Edges	Total_ISP	OPT_Nodes	OPT_Edges	Total_OPT	MCG_Nodes	MCG_Edges	Total_MCG	MCW_Nodes	MCW_Edges	Total_MCW	MCB_Nodes	MCB_Edges	Total_MCB	SRT_Nodes	SRT_Edges	Total_SRT	RNK_Nodes	RNK_Edges	Total_RNK	ALL_Nodes	ALL_Edges	Total_ALL	Total_DEM	SRT_SATIS	%_DEM_SAT	RNK_N_COM	RNK_E_COM	Tot_RNK_C	RNK_N_NC	RNK_E_NC	Tot_RNK_NC	RNK_SATIS	%_DEM_RNK	FLOW_FIXD	NUM_COUPL	VAR_DISTR	ERROR_FLG	Flag_MCG		DirImages
0.002		120		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		121		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		122		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		123		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		124		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		125		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		126		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		127		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		128		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		129		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		130		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		131		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
0.002		132		0.2		2		1		3		2		1		3		11		14		25		11		14		25		11		14		25		2		1		3		11		14		25		11		14		25		1		1		100		11		14		25		11		14		25		0		0		1		1		0		-		-		Simulazione_5
